"Product","Country","Ingredients","Price","Rev_score","Rev_count","Size","Brand"
"Maybelline SuperStay Full Coverage Foundation, Warm Nude","United States","CYCLOPENTASILOXANE, AQUA / WATER, POLYPROPYLSILSESQUIOXANE, ISODODECANE, DIMETHICONE, C30-45 ALKYLDIMETHYLSILYL POLYPROPYLSILSESQUIOXANE, PEG-10 DIMETHICONE, GLYCERIN, SILICA, DIMETHICONE/POLYGLYCERIN-3 CROSSPOLYMER, SODIUM CHLORIDE, NYLON-12, PHENOXYETHANOL, DISTEARDIMONIUM HECTORITE, DISODIUM STEAROYL GLUTAMATE, CYCLOMETHICONE, CHLORPHENESIN, ETHYLPARABEN, DISODIUM EDTA, ACRYLONITRILE/METHYL METHACRYLATE/VINYLIDENE CHLORIDECOPOLYMER, ALUMINUM HYDROXIDE, DIPROPYLENE GLYCOL, ISOBUTANE, PARAFFIN, SODIUM CITRATE, TOCOPHEROL, ISOPROPYL ALCOHOL, CI 77891 / TITANIUM DIOXIDE, CI 77491, CI 77492, CI 77499 / IRON OXIDES",11.99,4.1,1027,1,"Maybelline"
"Almay Smart Shade Powder Blush, Nude","USA","Talc, Mica, Zea Mays (Corn) Starch, Dimethicone, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Pentaerythrityl Tetraisostearate, Hexylene Glycol, Caprylyl Glycol, Phenoxyethanol, May Contain, [+/-: Mica, Titanium Dioxide (CI 77891) (Bound), Iron Oxides (CI 77491, CI 77492, CI 77499), Carmine (CI 75470), Ultramarines (CI 77007), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Red 6 Lake (CI 15850), Tin Oxide (CI 77861), Red 30 Lake (CI 73360)]",12.49,NA,1027,0.24,"Almay"
"Neutrogena Healthy Skin Enhancer Moisturizer SPF 20, Ivory to Fair","","Octinoxate - 7 %, Octisalate - 3 %, Titanium Dioxide - 5.1 %",12.99,4.3,60,1,"Neutrogena"
"L'Oreal Paris Infallible Pro-Matte Powder, Golden Beige","","Talc, Perlite, Triisostearin, Phenyl Trimethicone, Magnesium Stearate, Caprylyl Glycol, Tocopheryl Acetate, Calcium Gluconate, Magnesium Gluconate, May Contain: CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide)",11.49,4.3,43,0.31,"L'Oreal"
"Wet n Wild Foundation Stick, Shell Ivory","","Isononyl Isononanoate, Dipentaerythrityl Hexa C5-9 Acid Esters, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Silica, Ethylhexyl Palmitate, Polyglyceryl-10 Decaisostearate, Polyglyceryl-2 Triisostearate, Polyethylene, Caprylic/Capric Triglyceride, Synthetic Wax, Hydrogenated Microcrystalline Wax, Copernicia Cerifera (Carnauba) Wax/Cire de carnauba, Microcrystalline Wax/Cire microcrystalline, Dimethicone/Vinyl Dimethicone Crosspolymer, Euphorbia Cerifera (Candelilla) Wax/Cire de candelilla, Hydrogenated Styrene/Methyl Styrene/Indene Copolymer, Triethoxycaprylylsilane, Astrocaryum Murumuru Seed Butter, Phytosteryl Macadamiate, Sorbic Acid, Phenoxyethanol, Helianthus Annuus (Sunflower) Seed Oil, Passiflora Edulis Seed Oil, Tocopherol, Schinziophyton Rautanenii Kernel Oil, Macadamia Integrifolia Seed Oil, Argania Spinosa Kernel Oil, Cocos Nucifera (Coconut) Oil, Glycine Soja (Soybean) Oil, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Iron Oxides/CI 77491, CI 77492, CI 77499.",6.29,4.8,4,1,"Wet n Wild"
"L'Oreal Paris Magic Lumi Light Infusing Liquid Facial Primer","","Water (Aqua), Cyclopentasiloxane, Glycerin, Isododecane, Alcohol Denat., Bis PEG/PPG 14/14 Dimethicone, PEG 10 Dimethicone, Ethylhexyl Hydroxystearate, Aluminum Starch Octenylsuccinate, Phenoxyethanol, Magnesium Sulfate, Diphenyl Dimethicone, Caprylyl Glycol, Disteardimonium Hectorite, Acrylates Copolymer, Methylparaben, Nylon 12, May Contain (+/-):, Bismuth Oxchloride (CI 77163)",12.49,4,78,0.68,"L'Oreal"
"Wet n Wild MegaGlo Dual-Ended Contour Stick-Medium/Tan-752A Medium","China","Pentaerythrityl Adipate/Caprate/Caprylate/Heptanoate, Polyethylene, Cetyl Ethylhexanoate, Caprylic/Capric Triglyceride, Methyl Methacrylate Crosspolymer, Dimethicone, Paraffin, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Microcrystalline Wax/Cire Microcrystalline, Cetyl PEG/PPG-10/1 Dimethicone, Polyglyceryl-4 Isostearate, Hexyl Laurate, Sorbic Acid, Phenoxyethanol, Ascorbyl Palmitate, Tocopheryl Acetate, Silica, Tocopherol, Titanium Dioxide/CI 77891, Bismuth Oxychloride/CI 77163, Iron Oxides/CI 77499",6.29,5,2,0.14,"Wet n Wild"
"","","",NA,NA,2,NA,""
"NYX Professional Makeup Born To Glow Liquid Illuminator, Sunbeam","China","Water/Aqua/Eau, Cyclopentasiloxane/Cyclohexasiloxane, Dimethicone, Polyacrylamide/Ci13-14 Isoparaffin/C9-11 Pareth-6, Butylene Glycol, Polysorbate 60, Ethylhexyl Palmitate, Phenoxyethanol, Ethylhexyl Methoxycinnamate, Methylparaben, Propylparaben, Tocopheryl Acetate, Benzophenone-3, Disodium EDTA, Butylparaben, Ethylparaben, May Contain (+/-): Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77499, 77491, 77492)",NA,4.3,173,0.6,"NYX"
"Wet n Wild Photo Focus Pressed Powder, Cocoa","China","Silica, Talc, Boron Nitride, Nylon-12, Caprylic/Capric Triglyceride, Polysorbate 80, Kaolin, Cyclopentasiloxane, Dimethicone, Lauroyl Lysine, Trimethylsiloxysilicate, Phenoxyethanol, Polybutene, Caprylyl Glycol, Dimethicone Crosspolymer, Xanthan Gum, Hexylene Glycol, Ethylhexylglycerin, Water/Eau, O-Cymen-5-Ol, Dimethicone/Vinyl Dimethicone Crosspolymer, Methicone, Dimethiconol, Mica, Iron Oxides/CI 77491, CI 77492, CI 77499",5.49,5,2,0.26,"Wet n Wild"
"Maybelline Shine Free Oil-Control Loose Powder, Medium","","Talc, C12 15 Alkyl Benzoate, Kaolin, Methylparaben, Imidazolidinyl Urea, Silica Silylate, Propylparaben, May Contain (+/-): Iron Oxides, Ultramarines",6.49,3.8,32,0.7,"Maybelline"
"CoverGirl Clean Pressed Powder Normal Skin, Medium Light 135","","Talc, Zinc Stearate, Kaolin, Avena Sativa (Oat) Kernel Flour, Mineral Oil/Huile Minerale, Fragrance/Parfum, Quaternium-15, Eucalyptus Globulus Leaf Oil, Sodium Dehydroacetate, Dimethicone, Camphor, Menthol, Propylparaben, Eugenia Caryophyllus Flower Oil, Methylparaben, BHT, Iron Oxides. May Contain: Titanium Dioxide, Ultramarines",7.79,3.2,337,0.39,"CoverGirl"
"Milani Even Touch Powder Foundation, Shell 01","USA","Talc, Zea Mays (Corn) Starch, Octyldodecyl Stearoyl Stearate, Silica, Zinc Stearate, Mica (CI 77019), Dimethicone, Isopropyl Isostearate, Nylon-12, Pentaerythrityl Tetraisostearate, Sodium Dehydroacetate, Caprylyl Glycol, Phenoxyethanol, Hexylene Glycol, Tetrasodium EDTA, Sorbic Acid, Tocopheryl Acetate. +/- May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742)",NA,4.7,56,0.42,"Milani"
"CoverGirl Trublend Minerals Naturally Luminous Loose Powder, Translucent Fair 405","U.S.A.","Talc, Mica, Avena Sativa (Oat) Kernel Flour, Zinc Stearate, Calcium Silicate (Anticaking Agent), Titanium Dioxide, Mineral Oil (Paraffinum Liquidum), Glycerin, Quaternium 15, Methylparaben, Methicone Propylparaben, Sodium Dehydroacetate, BHT, Isopropyl Myristate, May Contain (+/-):, Iron Oxides, Carmine (CI 75470), Yellow 5 Aluminum Lake, Ultramarines",8.99,3.3,213,0.63,"CoverGirl"
"Neutrogena Healthy Skin Liquid Makeup SPF 20, Fresh Beige","","Titanium Dioxide - 2.4 %",14.49,4.1,301,1,"Neutrogena"
"L'Oreal Paris Infallible Full Wear Concealer, Cedar","United States","AQUA / WATER / EAU, UNDECANE, GLYCERIN, DIMETHICONE, POLYGLYCERYL-4 ISOSTEARATE, SYNTHETIC FLUORPHLOGOPITE, PENTYLENE GLYCOL, BUTYLENE GLYCOL, TRIDECANE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, MAGNESIUM SULFATE, POLYHYDROXYSTEARIC ACID, OCTYLDODECANOL, DISTEARDIMONIUM HECTORITE, DISODIUM STEAROYL GLUTAMATE, CELLULOSE GUM, ETHYLHEXYLGLYCERIN, SILICA SILYLATE, ACRYLONITRILE/METHYL METHACRYLATE/VINYLIDENE CHLORIDE COPOLYMER, PARFUM / FRAGRANCE, TRIHYDROXYSTEARIN, ALUMINUM HYDROXIDE, ACETYLATED GLYCOL STEARATE, ISOBUTANE, HEXYL CINNAMAL, BENZYL SALICYLATE, LINALOOL, ALPHA-ISOMETHYL IONONE, BENZYL ALCOHOL, TOCOPHEROL, CITRONELLOL, HELIANTHUS ANNUUS SEED OIL / SUNFLOWER SEED OIL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, MAY CONTAIN CI 77891 / TITANIUM DIOXIDE, CI 77491, CI 77492, CI 77499 / IRON OXIDES, CI 77510 / FERRIC AMMONIUM FERROCYANIDE",12.99,4.6,518,0.33,"L'Oreal"
"Maybelline Cover Stick Corrector Concealer, Ivory","","Paraffinum Liquidum, Ozokerite, Kaolin, Lanolin Oil, Propylparaben, Talc, Butylparaben, Methylparaben, TBHQ, May Contain (+/-): Iron Oxides, Ultramarine Blue Violet, Bismuth Oxychloride, Chromium Hydroxide Green",6.79,3.6,68,0.16,"Maybelline"
"NYX Professional Makeup Eyebrow Cake Powder, Dark Brown/Brown","China","Dimethicone, Capric Triglyceride, Caprylic, Nylon-12, Magnesium Stearate, Polymethyl Methacrylate, Bis-Diglyceryl Polyacyladipate-2, Phenoxyethanol, Aloe Barbadensis Leaf Extract, Caprylyl Glycol, May Contain: Mica, Iron Oxides (CI 77491, 77492, 77499)",NA,4.7,171,0.09,"NYX"
"Physicians Formula The Healthy Powder SPF 16, LN3","United States","Titanium Dioxide - 6.0 % (Sunscreen), Zinc Oxide - 4.2 % (Sunscreen)",NA,NA,171,1,"Physicians"
"Milani Make It Dewy Hydrating Setting Spray","","Water (Aqua), Cyclopentasiloxane, Butylene Glycol, Methyl Trimethicone, Sodium Chloride, Pentylene Glycol, Phenoxyethanol, Caffeine, Caprylyl/Capric Glucoside, Hydrogenated Poly (C6-14 Olefin), Benzophenone- 9, Alcohol Denat, Tocopheryl Acetate, Disodium EDTA, Glycerin, Fragrance (Parfum), Citrullus Lanatus (Watermelon) Fruit Extract, Gentiana Lutea Root Extract, Achillea Millefolium Extract, Artemesia Absinthium Extract, Arnica Montana Flower Extract, Potassium Sorbate, Sodium Benzoate, Citrulline, Yellow 5 (CI 19140), Red 33 (CI 17200)",NA,4.3,39,2.03,"Milani"
"Wet n Wild Photo Focus Concealer, Fair Neutral","CHINA","Water/Eau, Dimethicone, Isododecane, Glycerin, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Methyl Methacrylate Crosspolymer, Isopentyldiol, Caprylyl Methicone, Sorbitan Sesquioleate, Silica, Butylene Glycol Dicaprylate/Dicaprate, Propanediol, Quaternium-90 Bentonite, Cetyl Ethylhexanoate, Hydrogenated Styrene/Methyl Styrene/Indene Copolymer, Triethoxycaprylylsilane, Propylene Carbonate, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Dehydroacetate, Hydrogenated Styrene/Isoprene Copolymer, Caprylyl Glycol, Caprylhydroxamic Acid, Sodium Hyaluronate, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Hexylene Glycol, Ethylhexylglycerin, Propylene Glycol, Passiflora Edulis Seed Oil, Schinziophyton Rautanenii Kernel Oil, Macadamia Integrifolia Seed Oil, Argania Spinosa Kernel Oil, Glycine Soja (Soybean) Oil, Cocos Nucifera (Coconut) Oil, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Chamomilla Recutita (Matricaria) Flower Extract, Sorbitol, Iron Oxides/CI 77491; CI 77492; CI 77499",4.49,NA,39,1,"Wet n Wild"
"Soap & Glory Love at First Blush Powder Love at First Blush","","Mica, Capric Triglyceride, Caprylic, Octyldodecyl Stearoyl Stearate, Talc, Magnesium Aluminum Silicate, Dimethicone, Glyceryl Stearate, Nylon-12, Phenoxyethanol, Potassium Sorbate, Xanthan Gum, Ethylhexylglycerin, Tin Oxide, Tetrasodium EDTA, BHT, +, - may contain: CI 77891, CI 77491 (Iron Oxides), CI 77499 (Iron Oxides), CI 75470 (Carmine)",15,4.2,24,0.26,"Soap"
"CoverGirl & Olay Simply Ageless Makeup Primer 100","USA","Cyclopentasiloxane, Water, Glycerin, Cyclomethicone, Dimethicone Crosspolymer, Sodium Chloride, Titanium Dioxide, Diethylhexyl Carbonate Niacinamide, Ethylhexyl Methoxycinnamate, Acetyl Glucosamine, PEG/PPG 18/18 Dimethicone, Dimethicone, Panthenol, Tocopheryl Acetate (Vitamin E), Aluminum Hydroxide, Benzyl Alcohol, Methylparaben, Allantoin (Comfrey Root), Methicone, PEG 10 Dimethicone Crosspolymer, Ethylparaben, Disodium EDTA, Propylparaben, Camellia Sinensis (Green Tea) Leaf Extract, Palmitoyl Pentapeptide 4, PEG 100 Stearate",15.49,4.2,110,1,"CoverGirl"
"Almay TLC Truly Lasting Color 16 Hour Liquid Makeup SPF 15, Ivory 01 120","U.S.A","Titanium Dioxide (3.3%), Zinc Oxide (2.3%)",12.79,5,3,1,"Almay"
"Neutrogena SkinClearing Oil-Free Liquid Makeup, Natural Beige 60","USA","Salicylic Acid (0.5% Acne Treatment)",14.79,4.1,462,1,"Neutrogena"
"Neutrogena Healthy Skin Pressed Powder Compact, Light 20","","Titanium Dioxide (3%)",13.49,4,49,0.34,"Neutrogena"
"CYO Sweep Into Shape Blush Highlighter, Hold Your Fire","China","Octyldodecanol, Diisostearyl malate, Caprylic/capric triglyceride, Isononyl isononanoate, Ozokerite, Hydrogenated vegetable oil, Mica, Cera alba (Beeswax), Hydrogenated palm acid, Stearyl stearate, Phenoxyethanol, Aluminum hydroxide, Tocopheryl acetate, Caprylyl glycol, Alumina, Glycerin, May Contain: CI 77891(Titanium dioxide), CI 77499 (Iron oxides), CI 77491 (Iron oxides), CI 77492 (Iron oxides), CI 15850 (Red 7), CI 15850 (Red 6), CI 73360 (Red 30)",5.5,NA,49,0.12,"CYO"
"Milani Soft Focus Glow Complexion Enhancer, Nude Glow","","Water (Aqua), Caprylic/Capric Triglyceride, Dimethicone, Ethylhexyl Palmitate, Propylene Glycol, Steareth-2, Stearic Acid, Butyrospermum Parkii (Shea) Butter, Mica, Steareth-21, Glyceryl Stearate, Boron Nitride, Magnesium Aluminum Silicate, Stearyl Alcohol, Lecithin, Xanthan Gum, Disodium EDTA, Polymethylsilsesquioxane, Rosa Centifolia Flower Water, Sodium Hyaluronate, Phenoxyethanol, Ethylhexylglycerin, Disodium Oleamido Mipa Sulfosuccinate, Potassium Hydroxide, Glycerin, Sorbitol, Laminaria Digitata Extract, Caprylyl Glycol, Diatomaceous Earth, Glyceryl Caprylate, Butylene Glycol, Iron Oxides (CI 77491), Bismuth Oxychloride (CI 77163)., Cucumis Sativus (Cucumber) Fruit Extract, (+/-) MAY CONTAIN Titanium Dioxide (CI 77891)",NA,4.6,29,1.59,"Milani"
"Wet n Wild CoverAll Concealer Palette Color Commentary","China","Propylheptyl Caprylate, Cetyl Ethylhexanoate, Caprylic/Capric Triglyceride, Methyl Methacrylate Crosspolymer, Silica, Kaolin, Ozokerite, Microcrystalline Wax/Cire Microcristalline, Nylon-12, Synthetic Beeswax, Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Euphorbia Cerifera (Candelilla) Wax/Cire De Candelilla, Phytosteryl Macadamiate, Phenoxyethanol, Sorbic Acid, Allantoin, Lecithin, Propylene Glycol Stearate, Tocopherol, Polysorbate 20, Propylene Glycol Laurate, Sorbitan Laurate, Tocopheryl Acetate, Blue 1 Lake/Ci 42090, Carmine/Ci 75470, Iron Oxides/Ci 77491, Ci 77492, Mica, Titanium Dioxide/Ci 77891, Yellow 5 Lake/Ci 19140",4.29,3.5,13,0.22,"Wet n Wild"
"Neutrogena Healthy Skin Glow Sheers Illuminating Tinted Moisturizer with Sunscreen SPF 30, Ivory to Fair","","Homosalate - 5.0 %, Octinoxate - 7.5 %, Octisalate - 5.0 %, Oxybenzone - 2.0 %, Titanium Dioxide - 2.9 %",13.99,3.9,14,1.1,"Neutrogena"
"Soap & Glory Kick Ass Concealer: Medium, Medium","Italy","C12-15 Alkyl Benzoate, Isononyl Isononanoate, Isodecyl Isononanoate, Polyethylene, DiCalcium Phosphate, Helianthus Annuus Seed Cera (Helianthus Annuus (Sunflower) Seed Wax), Silica Silylate, Disteardimonium Hectorite, Tocopheryl Acetate, Pentaerythrityl Tetra-Di- T Butyl Hydroxyhydrocinnamate, Mica, Pearl Powder, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Plankton Extract, Silica Dimethyl Silylate, Butylene Glycol, Sodium Hyaluronate, May Contain: CI 77891, CI 77492, CI 77491, CI 42090, CI 77499, CI 77007",10,5,1,0.13,"Soap"
"Revlon PhotoReady Rose Glow Hydrating and Illuminating Primer, Rose Quartz","United States","Aqua/Water/Eau, Glycerin, Olea Europaea (Olive) Fruit Oil, Agar, Ammonium Acryloyldimethyltaurate/VP Copolymer, Buteth-3, Citrullus Lanatus (Watermelon) Fruit Extract, Gellan Gum, Glyceryl Acrylate/Acrylic Acid Copolymer, Lens Esculenta (Lentil) Fruit Extract, Mica, Polysorbate 20, Propylene Glycol, PVM/MA Copolymer, Pyrus Malus (Apple) Fruit Extract, Quartz, Silica, Sodium Benzotriazolyl Butylphenol Sulfonate, Sodium Lactate, Sodium PCA, Tocopheryl Acetate, Tributyl Citrate, Xanthan Gum, Parfum (Fragrance), Citronellol, Limonene, Linalool, Caprylyl Glycol, Phenoxyethanol, Red 33 (CI 17200), Titanium Dioxide (CI 77891), 1,2-Hexanediol",13.99,4.3,398,1,"Revlon"
"CoverGirl Corrector, Light-N","USA","Squalane, PPG 2 Myristyl Ether Propionate, Ethylhexyl Hydroxystearate, Triisocetyl Citrate, Trimethicone, Euphorbia Cerifera (Candelilla Cera) Wax, Ozokerite, Chamomilla Recutita (Matricaria) Flower Extract, Tocopheryl Acetate (Vitamin E), Ascorbyl Palmitate (Vitamin C), Ginseng (Panax Ginseng) Root Extract, C10 18 Triglycerides, Propylparaben, Copernicia Cerifera (Carnauba) Wax, Titanium Dioxide, Iron Oxides, May Contain (+/-):",7.99,4,190,0.14,"CoverGirl"
"Maybelline Facestudio Master Prime Primer Makeup, Blur + Smooth","","Aqua (Water), Dimethicone, Glycerin, Dimethicone Crosspolymer, Propylene Glycol, Polyglyceryl-3 Disiloxane Dimethicone, Vinyl Dimethicone, Methicone Silsesquioxane Crosspolymer, Methyl Methacrylate Crosspolymer, Boron Nitride, Phenoxyethanol, Caprylyl Glycol, Polyacrylamide, Ammonium Polyacryloyldimethyl Taurate, Ammonium Polyacryldimethyltauramide, C13-14 Isoparaffin, Tetrasodium EDTA, Citric Acid, Laureth-7, May Contain +, -: CI 77891, CI 77491, CI 77492 (Iron Oxides), CI 77288 (Chromium Oxide Greens)",9.49,4.4,5405,1,"Maybelline"
"NYX Professional Makeup High Definition Blush, Beach Babe","Taiwan","Aluminum Starch Octenylsuccinate, Polymethyl Methacrylate, Lauroyl Lysine, Trimethylsiloxyphenyl Dimethicone, Octyldodecyl Stearoyl Stearate, Ethylhexyl Palmitate, Zinc Stearate, Dimethicone, Isostearyl Isostearate, Tocopheryl Acetate, Phenoxyethanol, Caprylyl Glycol. May Contain (+/-): Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499), Carmine (CI 75470), Red 6 (CI 15850), Red 28 Lake (CI 45410), Yellow 5 Lake (CI 19140)",NA,4.4,92,0.16,"NYX"
"Revlon Age Defying Firming & Lifting Makeup, SPF 15, Bare Buff","USA","Octinoxate - 3.5 %, Titanium Dioxide - 4.3 %",15.49,4.8,15,1,"Revlon"
"CoverGirl LashBlast Amplify Eyelash Primer Neutral White 780","United States","Aqua/Water/Eau, Acrylates Copolymer, Glyceryl Stearate, Disteardimonium Hectorite, Talc, Stearic Acid, Propylene Glycol, Triethanolamine, Paraffin, Cera Alba/Beeswax/Cire D'Abeille, Propylene Carbonate, Polyvinyl Alcohol, Synthetic Wax, Ethylhexylglycerin, Oleic Acid, Alcohol Denat., Phenoxyethanol, Benzyl Alcohol, Polyethylene, Ascorbyl Palmitate, Microcrystalline Cera/Microcrystalline Wax/Cire Microcrystalline, Panthenol, Glycerin, Sodium Laureth Sulfate, Cellulose, Trisodium EDTA, Xanthan Gum, Tocopherol, Potassium Sorbate, Methylparaben, Aloe Barbadensis Leaf Extract, Argania Spinosa Kernel Oil, Cocos Nucifera (Coconut) Oil, Dimethicone, Ricinus Communis (Castor) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopheryl Acetate, Glycine Soja (Soybean) Oil, Propylparaben, Ammonium Hydroxide, Tetrasodium EDTA, Silica Dimethicone Silylate, Glyceryl Oleate, Citric Acid, Ethylene/Propylene Copolymer, Methylcellulose, Hippophae Rhamnoides (Sea buckthorn) Extract, Trideceth-9, Bisabolol, Benzoic Acid, Sorbic Acid, Sulfuric Acid, TITANIUM DIOXIDE (CI 77891)",9.49,4.3,230,0.44,"CoverGirl"
"Neutrogena Healthy Skin Pressed Powder SPF 20, Light to Medium","","Mica, Octyldodecyl Stearoyl Stearate, Dimethicone, Silica, Zinc Stearate, Magnesium Myristate, Oryza Sativa (Rice), Starch, Methicone, Polymethyl Methacrylate, Methylparaben, Sodium Dehydroacetate, Alumina, Silk Powder, Nylon-12, Propylparaben, Panthenol, Glycine Soja (Soybean) Seed Extract, Tocopherol, Chrysanthemum Parthenium (Feverfew) Extract, Tocopheryl Acetate, Pantothenic Acid, Retinyl Palmitate, Ascorbic Acid, May Contain: Titanium Dioxide, Iron Oxides, Carmine",13.49,3.9,48,0.34,"Neutrogena"
"NYX Professional Makeup Face & Body Glitter, Ice","Taiwan","Isononyl Isononanoate, Octyldodecanol, Ethylhexyl Palmitate, Isostearyl Isostearate, Euphorbia Cerifera Wax (Candelilla), Ceresin, Polyethylene Terephthalate, Microcrystalline Wax, Copernicia Cerifera Wax (Carnauba), Polyethylene, Beeswax (Cera Alba), Tocopheryl Acetate, BHA, Butylparaben, Isobutylparaben, Isopropylparaben, May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499), Carmine (CI 75470), Chromium Oxide Green (CI 77288), Ultramarines (CI 77007), Ferric Ferrocyanide (CI 77510), Blue 1 Lake (CI 42090), Yellow 5 Lake (CI 19140)",NA,4.8,178,0.08,"NYX"
"Rimmel Lasting Finish Breathable Foundation, Ivory","Monaco","AQUA/WATER/EAU, CYCLOPENTASILOXANE, TALC, ISODODECANE, GLYCERIN, VINYL DIMETHICONE/METHICONE SILSESQUIOXANE CROSSPOLYMER, ETHYLHEXYL METHOXYCINNAMATE, PHENYL TRIMETHICONE, PEG-10 DIMETHICONE, TRIMETHYLSILOXYSILICATE, SODIUM CHLORIDE, AMMONIUM ACRYLATES COPOLYMER, PHENOXYETHANOL, DISTEARDIMONIUM HECTORITE, PENTYLENE GLYCOL, TRIETHOXYCAPRYLYLSILANE, CHLORPHENESIN, PARFUM/FRAGRANCE, ALCOHOL DENAT., ASCORBYL PALMITATE, CITRIC ACID, FRUCTOSE, PROPYLENE CARBONATE, SODIUM HYDROXIDE, TOCOPHERYL ACETATE, UREA, RETINYL PALMITATE, DISODIUM DECETH-6 SULFOSUCCINATE, DISODIUM EDTA, LAURETH-30, ALLANTOIN, MALTOSE, SODIUM LACTATE, SODIUM PCA, TREHALOSE, HEXYL CINNAMAL, SODIUM DEHYDROACETATE, LIMONENE, BUTYLPHENYL METHYLPROPIONAL, BENZYL SALICYLATE, LINALOOL, BHT, GLUCOSE, SODIUM HYALURONATE, GERANIOL, TOCOPHEROL, CITRONELLOL, ALPHA-ISOMETHYL IONONE, TITANIUM DIOXIDE (CI77891), IRON OXIDES (CI 77491 CI 77492 CI 77499)",7.99,5,2,1,"Rimmel"
"CYO Contour Kit Girls On Contour, Dark","","Octyldodecanol, Mica, Diisostearyl malate, Caprylic/capric triglyceride, Isononyl isononanoate, Ozokerite, Hydrogenated vegetable oil, Cera alba (Beeswax), Hydrogenated palm acid, Stearyl stearate, Phenoxyethanol, Tocopheryl acetate, Alumina, Caprylyl glycol, Glycerin, May contain, CI 77891 (Titanium dioxide), CI 77492 (Iron oxides), CI 77499 (Iron oxides), CI 77491 (Iron oxides), CI 19140 (Yellow 5)",6,5,2,0.42,"CYO"
"Physicians Formula Super CC + Color-Correction + Care Cream SPF 30, Light","USA","Titanium Dioxide 5.76% (Sunscreen), Zinc Oxide 2.94% (Sunscreen)",15.99,NA,2,1.2,"Physicians"
"e.l.f. Blush, Rose Royalty","China","",4,4.3,1145,0.35,"e.l.f."
"Maybelline New York FaceStudio Master Prime Primer Makeup SPF 30, 500 Blur+ Defend","United States","Octinoxate - 7.4925 % (Sunscreen)",9.49,4.4,5362,1,"Maybelline"
